Leonberg,Landkreis Böblingen
Leonberg,Landkreis Tirschenreuth
Leopoldshagen,Landkreis Vorpommern-Greifswald
Leopoldshöhe,Kreis Lippe
Letschin,Landkreis Märkisch-Oderland
Lettweiler,Landkreis Bad Kreuznach
Leubsdorf,Landkreis Mittelsachsen
Leubsdorf,Landkreis Neuwied
Leuchtenberg,Landkreis Neustadt an der Waldnaab
Leun,Lahn-Dill-Kreis
Leuna,Saalekreis
Leupoldsgrün,Landkreis Hof
Leussow,Landkreis Ludwigslust-Parchim
Leutenbach,Rems-Murr-Kreis
Leutenbach,Landkreis Forchheim
Leutenberg,Landkreis Saalfeld-Rudolstadt
Leutenthal,Landkreis Weimarer Land
Leuterod,Westerwaldkreis
Leutersdorf,Landkreis Görlitz
Leutersdorf,Landkreis Schmalkalden-Meiningen
Leutershausen,Landkreis Ansbach
Leutesdorf,Landkreis Neuwied
Leutkirch im Allgäu,Landkreis Ravensburg
Levenhagen,Landkreis Vorpommern-Greifswald
Leverkusen,
Leverkusen,
Leverkusen,
Leverkusen,
Leverkusen,
Leverkusen,
Lewitzrand,Landkreis Ludwigslust-Parchim
Lewitzrand,Landkreis Ludwigslust-Parchim
Lexgaard,Kreis Nordfriesland
Lich,Landkreis Gießen
Lichte,Landkreis Saalfeld-Rudolstadt
Lichtenau,Kreis Paderborn
Lichtenau,Landkreis Mittelsachsen
Lichtenau,Landkreis Ansbach
Lichtenau,Landkreis Rastatt
Lichtenberg,Landkreis Hof
Lichtenberg,Landkreis Bautzen
Lichtenberg/Erzgebirge,Landkreis Mittelsachsen
Lichtenborn,Eifelkreis Bitburg-Prüm
Lichtenfels,Landkreis Waldeck-Frankenberg
Lichtenfels,Landkreis Lichtenfels
Lichtenstein,Landkreis Reutlingen
Lichtenstein/Sachsen,Landkreis Zwickau
Lichtentanne,Landkreis Zwickau
Lichtenwald,Landkreis Esslingen
Lichterfeld-Schacksdorf,Landkreis Elbe-Elster
Liebenau,Landkreis Kassel
Liebenau,Landkreis Nienburg/Weser
Liebenburg,Landkreis Goslar
Liebenscheid,Westerwaldkreis
Liebenstein,Ilm-Kreis
Liebenwalde,Landkreis Oberhavel
Lieberose,Landkreis Dahme-Spreewald
Liebschützberg,Landkreis Nordsachsen
Liebshausen,Rhein-Hunsrück-Kreis
Liebstadt,Landkreis Sächsische Schweiz-Osterzgebirge
Liederbach,Main-Taunus-Kreis
Lieg,Landkreis Cochem-Zell
Lienen,Kreis Steinfurt
Liepe,Landkreis Barnim
Liepgarten,Landkreis Vorpommern-Greifswald
Lierfeld,Eifelkreis Bitburg-Prüm
Lierschied,Rhein-Lahn-Kreis
Liesenich,Landkreis Cochem-Zell
Lieser,Landkreis Bernkastel-Wittlich
Ließem,Eifelkreis Bitburg-Prüm
Lieth,Kreis Dithmarschen
Lietzen,Landkreis Märkisch-Oderland
Lietzow,Landkreis Vorpommern-Rügen
Lilienthal,Landkreis Osterholz
Limbach,Vogtlandkreis
Limbach,Vogtlandkreis
Limbach,Westerwaldkreis
Limbach,Landkreis Bad Kreuznach
Limbach (Baden),Neckar-Odenwald-Kreis
Limbach-Oberfrohna,Landkreis Zwickau
Limburg a. d. Lahn,Landkreis Limburg-Weilburg
Limburg a. d. Lahn,Landkreis Limburg-Weilburg
Limburg a. d. Lahn,Landkreis Limburg-Weilburg
Limburg a. d. Lahn,Landkreis Limburg-Weilburg
Limburg a. d. Lahn,Landkreis Limburg-Weilburg
Limburg a. d. Lahn,Landkreis Limburg-Weilburg
Limburg a. d. Lahn,Landkreis Limburg-Weilburg
Limburg a. d. Lahn,Landkreis Limburg-Weilburg
Limburgerhof,Rhein-Pfalz-Kreis
Limeshain,Wetteraukreis
Linau,Kreis Herzogtum Lauenburg
Lind,Landkreis Mayen-Koblenz
Lind,Landkreis Ahrweiler
Linda,Saale-Orla-Kreis
Linda b. Weida,Landkreis Greiz
Lindau,Kreis Rendsburg-Eckernförde
Lindau (Bodensee),Landkreis Lindau
Lindberg,Landkreis Regen
Linden,Landkreis Gießen
Linden,Westerwaldkreis
Linden,Kreis Dithmarschen
Linden,Landkreis Kaiserslautern
Linden,Landkreis Kaiserslautern
Lindenau,Landkreis Oberspreewald-Lausitz
Lindenberg,Landkreis Bad Dürkheim
Lindenberg,Landkreis Mecklenburgische Seenplatte
Lindenberg im Allgäu,Landkreis Lindau
Lindendorf,Landkreis Märkisch-Oderland
Lindenfels,Kreis Bergstraße
Lindenkreuz,Landkreis Greiz
Lindenschied,Rhein-Hunsrück-Kreis
Lindern (Oldenburg),Landkreis Cloppenburg
Lindetal,Landkreis Mecklenburgische Seenplatte
Lindewerra,Landkreis Eichsfeld
Lindewitt,Kreis Schleswig-Flensburg
Lindholz,Landkreis Vorpommern-Rügen
Lindhorst,Landkreis Schaumburg
Lindig,Saale-Holzland-Kreis
Lindlar,Oberbergischer Kreis
Lindow (Mark),Landkreis Ostprignitz-Ruppin
Lindwedel,Landkreis Heidekreis
Lingen (Ems),Landkreis Emsland
Lingen (Ems),Landkreis Emsland
Lingen (Ems),Landkreis Emsland
Lingenfeld,Landkreis Germersheim
Lingerhahn,Rhein-Hunsrück-Kreis
Linkenbach,Landkreis Neuwied
Linkenheim-Hochstetten,Landkreis Karlsruhe
Linnich,Kreis Düren
Linsburg,Landkreis Nienburg/Weser
Linsengericht,Main-Kinzig-Kreis
Linthe,Landkreis Potsdam-Mittelmark
Linz am Rhein,Landkreis Neuwied
Linz am Rhein,Landkreis Neuwied
Lippersdorf-Erdmannsdorf,Saale-Holzland-Kreis
Lippetal,Kreis Soest
Lipporn,Rhein-Lahn-Kreis
Lipprechterode,Landkreis Nordhausen
Lippstadt,Kreis Soest
Lippstadt,Kreis Soest
Lippstadt,Kreis Soest
Lippstadt,Kreis Soest
Lirstal,Landkreis Vulkaneifel
Lisberg,Landkreis Bamberg
Lissendorf,Landkreis Vulkaneifel
List auf Sylt,Kreis Nordfriesland
Litzendorf,Landkreis Bamberg
Löbau,Landkreis Görlitz
Lobbach,Rhein-Neckar-Kreis
Löberschütz,Saale-Holzland-Kreis
Löbichau,Landkreis Altenburger Land
Löbnitz,Landkreis Vorpommern-Rügen
Löbnitz,Landkreis Nordsachsen
Löchgau,Landkreis Ludwigsburg
Lochum,Westerwaldkreis
Löcknitz,Landkreis Vorpommern-Greifswald
Lockstedt,Kreis Steinburg
Lockwisch,Landkreis Nordwestmecklenburg
Loddin,Landkreis Vorpommern-Greifswald
Lödla,Landkreis Altenburger Land
Löf,Landkreis Mayen-Koblenz
Loffenau,Landkreis Rastatt
Löffingen,Landkreis Breisgau-Hochschwarzwald
Lohbarbek,Kreis Steinburg
Lohberg,Landkreis Cham
Lohe-Föhrden,Kreis Rendsburg-Eckernförde
Lohe-Rickelshof,Kreis Dithmarschen
Lohfelden,Landkreis Kassel
Lohheide,Landkreis Celle
Lohkirchen,Landkreis Mühldorf am Inn
Löhma,Saale-Orla-Kreis
Lohmar,Rhein-Sieg-Kreis
Lohme,Landkreis Vorpommern-Rügen
Lohmen,Landkreis Sächsische Schweiz-Osterzgebirge
Lohmen,Landkreis Rostock
Löhnberg,Landkreis Limburg-Weilburg
Lohne,Landkreis Vechta
Löhne,Kreis Herford
Lohnsfeld,Donnersbergkreis
Lohnweiler,Landkreis Kusel
Lohra,Landkreis Marburg-Biedenkopf
Lohr am Main,Landkreis Main-Spessart
Lohrheim,Rhein-Lahn-Kreis
Lohsa - Łaz,Landkreis Bautzen
Loiching,Landkreis Dingolfing-Landau
Loissin,Landkreis Vorpommern-Greifswald
Loit,Kreis Schleswig-Flensburg
Loitsche-Heinrichsberg,Landkreis Börde
Loitz,Landkreis Vorpommern-Greifswald
Loitzendorf,Landkreis Straubing-Bogen
Lollar,Landkreis Gießen
Löllbach,Landkreis Bad Kreuznach
Lollschied,Rhein-Lahn-Kreis
Lommatzsch,Landkreis Meißen
Longen,Landkreis Trier-Saarburg
Longkamp,Landkreis Bernkastel-Wittlich
Longuich,Landkreis Trier-Saarburg
Löningen,Landkreis Cloppenburg
Lonnerstadt,Landkreis Erlangen-Höchstadt
Lonnig,Landkreis Mayen-Koblenz
Lonsee,Alb-Donau-Kreis
Lonsheim,Landkreis Alzey-Worms
Looft,Kreis Steinburg
Loop,Kreis Rendsburg-Eckernförde
Loose,Kreis Rendsburg-Eckernförde
Löptin,Kreis Plön
Lorch,Rheingau-Taunus-Kreis
Lorch,Ostalbkreis
Lörrach,Landkreis Lörrach
Lörrach,Landkreis Lörrach
Lörrach,Landkreis Lörrach
Lorsch,Kreis Bergstraße
Lorscheid,Landkreis Trier-Saarburg
Lorup,Landkreis Emsland
Lörzweiler,Landkreis Mainz-Bingen
Losheim am See,Landkreis Merzig-Wadern
Lösnich,Landkreis Bernkastel-Wittlich
Lossatal,Landkreis Leipzig
Loßburg,Landkreis Freudenstadt
Lößnitz,Erzgebirgskreis
Lotte,Kreis Steinfurt
Lottorf,Kreis Schleswig-Flensburg
Lottstetten,Landkreis Waldshut
Lötzbeuren,Landkreis Bernkastel-Wittlich
Löwenberger Land,Landkreis Oberhavel
Löwenstedt,Kreis Nordfriesland
Löwenstein,Landkreis Heilbronn
Loxstedt,Landkreis Cuxhaven
Lübbecke,Kreis Minden-Lübbecke
Lübbenau/Spreewald,Landkreis Oberspreewald-Lausitz
Lübben (Spreewald),Landkreis Dahme-Spreewald
Lübberstedt,Landkreis Osterholz
Lübberstorf,Landkreis Nordwestmecklenburg
Lübbow,Landkreis Lüchow-Dannenberg
Lübeck,
Lübeck,
Lübeck,
Lübeck,
Lübeck,
Lübeck,
Lübeck,
Lübeck,
Lübeck,
Lübeck,
Lübeck,
Lübesse,Landkreis Ludwigslust-Parchim
Lüblow,Landkreis Ludwigslust-Parchim
Lubmin,Landkreis Vorpommern-Greifswald
Lübow,Landkreis Nordwestmecklenburg
Lübs,Landkreis Vorpommern-Greifswald
Lübstorf,Landkreis Nordwestmecklenburg
Lübtheen,Landkreis Ludwigslust-Parchim
Lübz,Landkreis Ludwigslust-Parchim
Lüchow,Kreis Herzogtum Lauenburg
Lüchow,Landkreis Lüchow-Dannenberg
Lucka,Landkreis Altenburger Land
Luckaitztal,Landkreis Oberspreewald-Lausitz
Luckau,Landkreis Dahme-Spreewald
Luckau (Wendland),Landkreis Lüchow-Dannenberg
Luckenbach,Westerwaldkreis
Lückenburg,Landkreis Bernkastel-Wittlich
Luckenwalde,Landkreis Teltow-Fläming
Luckow,Landkreis Vorpommern-Greifswald
Lüdenscheid,Märkischer Kreis
Lüdenscheid,Märkischer Kreis
Lüdenscheid,Märkischer Kreis
Lüdenscheid,Märkischer Kreis
Lüdenscheid,Märkischer Kreis
Lüder,Landkreis Uelzen
Lüdersburg,Landkreis Lüneburg
Lüdersdorf,Landkreis Nordwestmecklenburg
Lüdersfeld,Landkreis Schaumburg
Lüdershagen,Landkreis Vorpommern-Rügen
Lüdinghausen,Kreis Coesfeld
Ludorf,Landkreis Mecklenburgische Seenplatte
Ludwigsau,Landkreis Hersfeld-Rotenburg
Ludwigsburg,Landkreis Ludwigsburg
Ludwigsburg,Landkreis Ludwigsburg
Ludwigsburg,Landkreis Ludwigsburg
Ludwigsburg,Landkreis Ludwigsburg
Ludwigsburg,Landkreis Ludwigsburg
Ludwigsburg,Landkreis Ludwigsburg
Ludwigschorgast,Landkreis Kulmbach
Ludwigsfelde,Landkreis Teltow-Fläming
Ludwigshafen am Rhein,
Ludwigshafen am Rhein,
Ludwigshafen am Rhein,
Ludwigshafen am Rhein,
Ludwigshafen am Rhein,
Ludwigshafen am Rhein,
Ludwigshafen am Rhein,
Ludwigshöhe,Landkreis Mainz-Bingen
Ludwigslust,Landkreis Ludwigslust-Parchim
Ludwigsstadt,Landkreis Kronach
Ludwigswinkel,Landkreis Südwestpfalz
Lüerdissen,Landkreis Holzminden
Lug,Landkreis Südwestpfalz
Lugau/Erzgebirge,Erzgebirgskreis
Lügde,Kreis Lippe
Lühburg,Landkreis Rostock
Luhden,Landkreis Schaumburg
Luhe-Wildenau,Landkreis Neustadt an der Waldnaab
Lühmannsdorf,Landkreis Vorpommern-Greifswald
Luhnstedt,Kreis Rendsburg-Eckernförde
Luisenthal,Landkreis Gotha
Lülsfeld,Landkreis Schweinfurt
Lumpzig,Landkreis Altenburger Land
Lunden,Kreis Dithmarschen
Lünebach,Eifelkreis Bitburg-Prüm
Lüneburg,Landkreis Lüneburg
Lüneburg,Landkreis Lüneburg
Lüneburg,Landkreis Lüneburg
Lüneburg,Landkreis Lüneburg
Lünen,Kreis Unna
Lünen,Kreis Unna
Lünen,Kreis Unna
Lünne,Landkreis Emsland
Lunow-Stolzenhagen,Landkreis Barnim
Lunzenau,Landkreis Mittelsachsen
Lupburg,Landkreis Neumarkt in der Oberpfalz
Lürschau,Kreis Schleswig-Flensburg
Lüssow,Landkreis Vorpommern-Rügen
Lüssow,Landkreis Rostock
Lustadt,Landkreis Germersheim
Lütau,Kreis Herzogtum Lauenburg
Lütetsburg,Landkreis Aurich
Lutherstadt Eisleben,Landkreis Mansfeld-Südharz
Lutherstadt Wittenberg,Landkreis Wittenberg
Lutherstadt Wittenberg,Landkreis Wittenberg
Lutherstadt Wittenberg,Landkreis Wittenberg
Lütjenburg,Kreis Plön
Lütjenholm,Kreis Nordfriesland
Lütjensee,Kreis Stormarn
Lütjenwestedt,Kreis Rendsburg-Eckernförde
Lütow,Landkreis Vorpommern-Greifswald
Lutter,Landkreis Eichsfeld
Lutter am Barenberge,Landkreis Goslar
Lutterbek,Kreis Plön
Lüttow-Valluhn,Landkreis Ludwigslust-Parchim
Lütz,Landkreis Cochem-Zell
Lützelbach,Odenwaldkreis
Lützen,Burgenlandkreis
Lutzerath,Landkreis Cochem-Zell
Lutzhorn,Kreis Pinneberg
Lutzingen,Landkreis Dillingen an der Donau
Lützkampen,Eifelkreis Bitburg-Prüm
Lützow,Landkreis Nordwestmecklenburg
Lützow,Landkreis Nordwestmecklenburg
Luxem,Landkreis Mayen-Koblenz
Lychen,Landkreis Uckermark
Lykershausen,Rhein-Lahn-Kreis
Maasbüll,Kreis Schleswig-Flensburg
Maasen,Landkreis Diepholz
Maasholm,Kreis Schleswig-Flensburg
Machern,Landkreis Leipzig
Macken,Landkreis Mayen-Koblenz
Mackenbach,Landkreis Kaiserslautern
Mackenrode,Landkreis Eichsfeld
Mackenrodt,Landkreis Birkenfeld
Magdala,Landkreis Weimarer Land
Magdeburg,
Magdeburg,
Magdeburg,
Magdeburg,
Magdeburg,
Magdeburg,
Magdeburg,
Magdeburg,
Magdeburg,
Magdeburg,
Magdeburg,
Magdeburg,
Magdeburg,
Magdeburg,
Magstadt,Landkreis Böblingen
Mahlberg,Ortenaukreis
Mahlstetten,Landkreis Tuttlingen
Mähren,Westerwaldkreis
Mähring,Landkreis Tirschenreuth
Maierhöfen,Landkreis Lindau
Maihingen,Landkreis Donau-Ries
Maikammer,Landkreis Südliche Weinstraße
Mainaschaff,Landkreis Aschaffenburg
Mainbernheim,Landkreis Kitzingen
Mainburg,Landkreis Kelheim
Mainhardt,Landkreis Schwäbisch Hall
Mainhausen,Landkreis Offenbach
Mainleus,Landkreis Kulmbach
Mainstockheim,Landkreis Kitzingen
Maintal,Main-Kinzig-Kreis
Mainz,
Mainz,
Mainz,
Mainz,
Mainz,
Mainz,
Mainz,
Mainz,
Mainz,
Mainz,
Mainz,
Maisach,Landkreis Fürstenfeldbruck
Maisborn,Rhein-Hunsrück-Kreis
Maitenbeth,Landkreis Mühldorf am Inn
Maitzborn,Rhein-Hunsrück-Kreis
Malberg,Landkreis Altenkirchen
Malberg,Eifelkreis Bitburg-Prüm
Malbergweich,Eifelkreis Bitburg-Prüm
Malborn,Landkreis Bernkastel-Wittlich
Malchin,Landkreis Mecklenburgische Seenplatte
Malching,Landkreis Passau
Malchow,Landkreis Mecklenburgische Seenplatte
Malente,Kreis Ostholstein
Malgersdorf,Landkreis Rottal-Inn
Malk Göhren,Landkreis Ludwigslust-Parchim
Mallersdorf-Pfaffenberg,Landkreis Straubing-Bogen
Malliß,Landkreis Ludwigslust-Parchim
Malsburg-Marzell,Landkreis Lörrach
Malsch,Rhein-Neckar-Kreis
Malsch,Landkreis Karlsruhe
Malschwitz - Malešecy,Landkreis Bautzen
Malsfeld,Schwalm-Eder-Kreis
Malterdingen,Landkreis Emmendingen
Mammelzen,Landkreis Altenkirchen
Mammendorf,Landkreis Fürstenfeldbruck
Mamming,Landkreis Dingolfing-Landau
Manching,Landkreis Pfaffenhofen an der Ilm
Mandel,Landkreis Bad Kreuznach
Mandelbachtal,Saarpfalz-Kreis
Mandern,Landkreis Trier-Saarburg
Manderscheid,Eifelkreis Bitburg-Prüm
Manderscheid,Landkreis Bernkastel-Wittlich
Manhagen,Kreis Ostholstein
Mannebach,Landkreis Vulkaneifel
Mannebach,Landkreis Trier-Saarburg
Mannheim,
Mannheim,
Mannheim,
Mannheim,
Mannheim,
Mannheim,
Mannheim,
Mannheim,
Mannheim,
Mannheim,
Mannheim,
Mannheim,
Mannheim,
Mannheim,
Mannstedt,Landkreis Sömmerda
Mannweiler-Cölln,Donnersbergkreis
Mansfeld,Landkreis Mansfeld-Südharz
Mantel,Landkreis Neustadt an der Waldnaab
Manubach,Landkreis Mainz-Bingen
Marbach am Neckar,Landkreis Ludwigsburg
Marbach am Neckar,Landkreis Ludwigsburg
Marburg,Landkreis Marburg-Biedenkopf
Marburg,Landkreis Marburg-Biedenkopf
Marburg,Landkreis Marburg-Biedenkopf
Marburg,Landkreis Marburg-Biedenkopf
Marburg,Landkreis Marburg-Biedenkopf
March,Landkreis Breisgau-Hochschwarzwald
Margetshöchheim,Landkreis Würzburg
Mariaposching,Landkreis Straubing-Bogen
Marienberg,Erzgebirgskreis
Marienfels,Rhein-Lahn-Kreis
Marienfließ,Landkreis Prignitz
Marienhafe,Landkreis Aurich
Marienhausen,Landkreis Neuwied
Marienheide,Oberbergischer Kreis
Marienmünster,Kreis Höxter
Marienrachdorf,Westerwaldkreis
Mariental,Landkreis Helmstedt
Marienwerder,Landkreis Barnim
Maring-Noviand,Landkreis Bernkastel-Wittlich
Marisfeld,Landkreis Hildburghausen
Markdorf,Bodenseekreis
Markersdorf,Landkreis Görlitz
Markgröningen,Landkreis Ludwigsburg
Märkisch Buchholz,Landkreis Dahme-Spreewald
Märkische Heide,Landkreis Dahme-Spreewald
Märkische Höhe,Landkreis Märkisch-Oderland
Märkisch Linden,Landkreis Ostprignitz-Ruppin
Märkisch Luch,Landkreis Havelland
Markkleeberg,Landkreis Leipzig
Mark Landin,Landkreis Uckermark
Marklkofen,Landkreis Dingolfing-Landau
Marklohe,Landkreis Nienburg/Weser
Markneukirchen,Vogtlandkreis
Markranstädt,Landkreis Leipzig
Marktbergel,Landkreis Neustadt an der Aisch-Bad Windsheim
Markt Berolzheim,Landkreis Weißenburg-Gunzenhausen
Markt Bibart,Landkreis Neustadt an der Aisch-Bad Windsheim
Marktbreit,Landkreis Kitzingen
Markt Einersheim,Landkreis Kitzingen
Markt Erlbach,Landkreis Neustadt an der Aisch-Bad Windsheim
Marktgraitz,Landkreis Lichtenfels
Marktheidenfeld,Landkreis Main-Spessart
Markt Indersdorf,Landkreis Dachau
Marktl,Landkreis Altötting
Marktleugast,Landkreis Kulmbach
Marktleuthen,Landkreis Wunsiedel im Fichtelgebirge
Markt Nordheim,Landkreis Neustadt an der Aisch-Bad Windsheim
Marktoberdorf,Landkreis Ostallgäu
Marktoffingen,Landkreis Donau-Ries
Marktredwitz,Landkreis Wunsiedel im Fichtelgebirge
Markt Rettenbach,Landkreis Unterallgäu
Marktrodach,Landkreis Kronach
Marktschellenberg,Landkreis Berchtesgadener Land
Marktschorgast,Landkreis Kulmbach
Markt Schwaben,Landkreis Ebersberg
Marktsteft,Landkreis Kitzingen
Markt Taschendorf,Landkreis Neustadt an der Aisch-Bad Windsheim
Markt Wald,Landkreis Unterallgäu
Marktzeuln,Landkreis Lichtenfels
Markvippach,Landkreis Sömmerda
Marl,Kreis Recklinghausen
Marl,Kreis Recklinghausen
Marl,Kreis Recklinghausen
Marl,Landkreis Diepholz
Marloffstein,Landkreis Erlangen-Höchstadt
Marlow,Landkreis Vorpommern-Rügen
Marne,Kreis Dithmarschen
Marnerdeich,Kreis Dithmarschen
Marnheim,Donnersbergkreis
Marnitz,Landkreis Ludwigslust-Parchim
Maroldsweisach,Landkreis Haßberge
Marolterode,Unstrut-Hainich-Kreis
Maroth,Westerwaldkreis
Marpingen,Landkreis St. Wendel
Marquartstein,Landkreis Traunstein
Marsberg,Hochsauerlandkreis
Marschacht,Landkreis Harburg
Martensrade,Kreis Plön
Martfeld,Landkreis Diepholz
Marth,Landkreis Eichsfeld
Martinroda,Ilm-Kreis
Martinsheim,Landkreis Kitzingen
Martinshöhe,Landkreis Kaiserslautern
Martinstein,Landkreis Bad Kreuznach
Marxen,Landkreis Harburg
Marxheim,Landkreis Donau-Ries
Marxzell,Landkreis Karlsruhe
Marzhausen,Westerwaldkreis
Marzling,Landkreis Freising
Masburg,Landkreis Cochem-Zell
Maselheim,Landkreis Biberach
Maßbach,Landkreis Bad Kissingen
Massenbachhausen,Landkreis Heilbronn
Massen-Niederlausitz,Landkreis Elbe-Elster
Massen-Niederlausitz,Landkreis Elbe-Elster
Masserberg,Landkreis Hildburghausen
Massing,Landkreis Rottal-Inn
Massow,Landkreis Mecklenburgische Seenplatte
Maßweiler,Landkreis Südwestpfalz
Mastershausen,Rhein-Hunsrück-Kreis
Masthorn,Eifelkreis Bitburg-Prüm
Matzenbach,Landkreis Kusel
Matzerath,Eifelkreis Bitburg-Prüm
Mauchenheim,Landkreis Alzey-Worms
Mauden,Landkreis Altenkirchen
Mauel,Eifelkreis Bitburg-Prüm
Mauer,Rhein-Neckar-Kreis
Mauern,Landkreis Freising
Mauerstetten,Landkreis Ostallgäu
Maulbronn,Enzkreis
Maulburg,Landkreis Lörrach
Mauschbach,Landkreis Südwestpfalz
Mauth,Landkreis Freyung-Grafenau
Maxdorf,Rhein-Pfalz-Kreis
Maxhütte-Haidhof,Landkreis Schwandorf
Maxsain,Westerwaldkreis
Mayen,Landkreis Mayen-Koblenz
Mayen,Landkreis Mayen-Koblenz
Mayschoß,Landkreis Ahrweiler
Mechelroda,Landkreis Weimarer Land
Mechernich,Kreis Euskirchen
Mechow,Kreis Herzogtum Lauenburg
Mechtersen,Landkreis Lüneburg
Meckel,Eifelkreis Bitburg-Prüm
Meckenbach,Landkreis Bad Kreuznach
Meckenbach,Landkreis Birkenfeld
Meckenbeuren,Bodenseekreis
Meckenheim,Rhein-Sieg-Kreis
Meckenheim,Landkreis Bad Dürkheim
Meckesheim,Rhein-Neckar-Kreis
Medard,Landkreis Kusel
Meddersheim,Landkreis Bad Kreuznach
Meddewade,Kreis Stormarn
Medebach,Hochsauerlandkreis
Medelby,Kreis Schleswig-Flensburg
Medlingen,Landkreis Dillingen an der Donau
Medow,Landkreis Vorpommern-Greifswald
Meeder,Landkreis Coburg
Meerane,Landkreis Zwickau
Meerbeck,Landkreis Schaumburg
Meerbusch,Rhein-Kreis Neuss
Meerbusch,Rhein-Kreis Neuss
Meerbusch,Rhein-Kreis Neuss
Meerfeld,Landkreis Bernkastel-Wittlich
Meersburg,Bodenseekreis
Meesiger,Landkreis Mecklenburgische Seenplatte
Meezen,Kreis Rendsburg-Eckernförde
Megesheim,Landkreis Donau-Ries
Meggerdorf,Kreis Schleswig-Flensburg
Meggerdorf,Kreis Schleswig-Flensburg
Mehlbach,Landkreis Kaiserslautern
Mehlbek,Kreis Steinburg
Mehlingen,Landkreis Kaiserslautern
Mehlmeisel,Landkreis Bayreuth
Mehmels,Landkreis Schmalkalden-Meiningen
Mehna,Landkreis Altenburger Land
Mehren,Landkreis Altenkirchen
Mehren,Landkreis Vulkaneifel
Mehring,Landkreis Altötting
Mehring,Landkreis Trier-Saarburg
Mehrstetten,Landkreis Reutlingen
Meiersberg,Landkreis Vorpommern-Greifswald
Meinborn,Landkreis Neuwied
Meine,Landkreis Gifhorn
Meinersen,Landkreis Gifhorn
Meinerzhagen,Märkischer Kreis
Meineweh,Burgenlandkreis
Meinhard,Werra-Meißner-Kreis
Meinheim,Landkreis Weißenburg-Gunzenhausen
Meiningen,Landkreis Schmalkalden-Meiningen
Meisburg,Landkreis Vulkaneifel
Meisenheim,Landkreis Bad Kreuznach
Meißen,Landkreis Meißen
Meißenheim,Ortenaukreis
Meißner,Werra-Meißner-Kreis
Meitingen,Landkreis Augsburg
Melbeck,Landkreis Lüneburg
Melchow,Landkreis Barnim
Meldorf,Kreis Dithmarschen
Melle,Landkreis Osnabrück
Melle,Landkreis Osnabrück
Melle,Landkreis Osnabrück
Mellenbach-Glasbach,Landkreis Saalfeld-Rudolstadt
Mellenthin,Landkreis Vorpommern-Greifswald
Mellingen,Landkreis Weimarer Land
Mellinghausen,Landkreis Diepholz
Mellrichstadt,Landkreis Rhön-Grabfeld
Melpers,Landkreis Schmalkalden-Meiningen
Melsbach,Landkreis Neuwied
Melsdorf,Kreis Rendsburg-Eckernförde
Melsungen,Schwalm-Eder-Kreis
Melz,Landkreis Mecklenburgische Seenplatte
Memmelsdorf,Landkreis Bamberg
Memmingen,
Memmingerberg,Landkreis Unterallgäu
Menden,Märkischer Kreis
Menden,Märkischer Kreis
Menden,Märkischer Kreis
Mendig,Landkreis Mayen-Koblenz
Mengen,Landkreis Sigmaringen
Mengerschied,Rhein-Hunsrück-Kreis
Mengerskirchen,Landkreis Limburg-Weilburg
Mengkofen,Landkreis Dingolfing-Landau
Menningen,Eifelkreis Bitburg-Prüm
Menslage,Landkreis Osnabrück
Menteroda,Unstrut-Hainich-Kreis
Menteroda,Unstrut-Hainich-Kreis
Menzendorf,Landkreis Nordwestmecklenburg
Meppen,Landkreis Emsland
Merching,Landkreis Aichach-Friedberg
Merchweiler,Landkreis Neunkirchen
Merdingen,Landkreis Breisgau-Hochschwarzwald
Merenberg,Landkreis Limburg-Weilburg
Mering,Landkreis Aichach-Friedberg
Merkelbach,Westerwaldkreis
Merkendorf,Landkreis Ansbach
Merklingen,Alb-Donau-Kreis
Merlscheid,Eifelkreis Bitburg-Prüm
Mermuth,Rhein-Hunsrück-Kreis
Merschbach,Landkreis Bernkastel-Wittlich
Merseburg,Saalekreis
Mertendorf,Burgenlandkreis
Mertendorf,Saale-Holzland-Kreis
Mertesdorf,Landkreis Trier-Saarburg
Mertesheim,Landkreis Bad Dürkheim
Mertingen,Landkreis Donau-Ries
Mertloch,Landkreis Mayen-Koblenz
Merxheim,Landkreis Bad Kreuznach
Merzalben,Landkreis Südwestpfalz
Merzdorf,Landkreis Elbe-Elster
Merzen,Landkreis Osnabrück
Merzenich,Kreis Düren
Merzhausen,Landkreis Breisgau-Hochschwarzwald
Merzig,Landkreis Merzig-Wadern
Merzkirchen,Landkreis Trier-Saarburg
Merzweiler,Landkreis Kusel
Meschede,Hochsauerlandkreis
Mescherin,Landkreis Uckermark
Mesekenhagen,Landkreis Vorpommern-Greifswald
Mesenich,Landkreis Cochem-Zell
Mespelbrunn,Landkreis Aschaffenburg
Messel,Landkreis Darmstadt-Dieburg
Messenkamp,Landkreis Schaumburg
Messerich,Eifelkreis Bitburg-Prüm
Messingen,Landkreis Emsland
Meßkirch,Landkreis Sigmaringen
Meßstetten,Zollernalbkreis
Mestlin,Landkreis Ludwigslust-Parchim
Metelen,Kreis Steinfurt
Metelsdorf,Landkreis Nordwestmecklenburg
Metten,Landkreis Deggendorf
Mettendorf,Eifelkreis Bitburg-Prüm
Mettenheim,Landkreis Mühldorf am Inn
Mettenheim,Landkreis Alzey-Worms
Metterich,Eifelkreis Bitburg-Prüm
Mettingen,Kreis Steinfurt
Mettlach,Landkreis Merzig-Wadern
